case_id,customer_id,order_id,customer_message,domain,issue_type,support_category,product_name,product_category,transaction_amount,order_status,reported_at,channel,historical_csat,amount_band
CASE00000906,CUST000906,ORD0000906,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,4K Monitor,Sports & Outdoors,1135.18,Delivered,02/08/2023 22:04,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00000907,CUST000907,ORD0000907,The seller cancelled my order. What happens to my payment?,ORDER,Seller Cancelled Order,Order Related,T-Shirt,Books,351.98,Delivered,02/08/2023 18:08,Inbound,3,AUTONOMOUS_ELIGIBLE
CASE00000908,CUST000908,ORD0000908,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Water Bottle,Clothing,391.04,Delivered,01/08/2023 09:19,Inbound,3,AUTONOMOUS_ELIGIBLE
CASE00000909,CUST000909,ORD0000909,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Electronics,1995.81,Shipped,31/07/2023 20:22,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000910,CUST000910,ORD0000910,I need more information about the product.,ORDER,Product Specific Information,Product Queries,Smart Light Bulb,Clothing,200.21,Delivered,01/08/2023 14:12,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000911,CUST000911,ORD0000911,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Memory Card 128GB,Toys & Games,2256.06,Shipped,01/08/2023 20:13,Inbound,5,HIGH_VALUE
CASE00000912,CUST000912,ORD0000912,There is an issue with my refund. Please investigate it.,REFUND,Refund Related Issues,Refund Related,Wireless Charger,Clothing,1489.93,Shipped,01/08/2023 22:47,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00000913,CUST000913,ORD0000913,Good experience,ORDER,Order status enquiry,Order Related,Wireless Earbuds,Books,586.97,Delivered,02/08/2023 21:01,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000914,CUST000914,ORD0000914,I need help with my order.,RETURN,Fraudulent User,Returns,Graphic Tablet,Home & Kitchen,3038.88,Delivered,02/08/2023 11:11,Inbound,5,HIGH_VALUE
CASE00000915,CUST000915,ORD0000915,I need help with my order.,ORDER,Installation/demo,Order Related,Noise Cancelling Headphones,Electronics,1547.89,Delivered,02/08/2023 11:28,Email,5,AUTONOMOUS_ELIGIBLE
CASE00000916,CUST000916,ORD0000916,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Mechanical Keyboard,Sports & Outdoors,162.03,Pending,02/08/2023 12:52,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000917,CUST000917,ORD0000917,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Memory Card 128GB,Clothing,579.12,Delivered,01/08/2023 18:56,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00000918,CUST000918,ORD0000918,Good experience with Shopzilla,RETURN,Reverse Pickup Enquiry,Returns,Smart Light Bulb,Home & Kitchen,591.99,Shipped,02/08/2023 17:04,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000919,CUST000919,ORD0000919,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,Instant Pot,Books,444.95,Delivered,02/08/2023 19:57,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00000920,CUST000920,ORD0000920,Thanks,ORDER,Order status enquiry,Order Related,Gaming Mouse,Electronics,78.57,Delivered,02/08/2023 07:46,Outcall,4,AUTONOMOUS_ELIGIBLE
CASE00000921,CUST000921,ORD0000921,I need more information about the product.,ORDER,Product Specific Information,Product Queries,Webcam Full HD,Electronics,399.89,Delivered,01/08/2023 08:14,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000922,CUST000922,ORD0000922,I need more information about the product.,ORDER,Product Specific Information,Product Queries,Yoga Mat,Sports & Outdoors,1123.74,Delivered,01/08/2023 08:40,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00000923,CUST000923,ORD0000923,Please check the payment made for my order.,PAYMENT,Payment related Queries,Payments related,Action Camera,Electronics,100.26,Delivered,01/08/2023 08:41,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000924,CUST000924,ORD0000924,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,4K Monitor,Books,946.08,Delivered,01/08/2023 16:01,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000925,CUST000925,ORD0000925,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Winter Jacket,Home & Kitchen,1414.91,Delivered,02/08/2023 13:36,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000926,CUST000926,ORD0000926,I need help with my order.,PAYMENT,PayLater related,Payments related,Bluetooth Speaker,Toys & Games,1744.58,Delivered,01/08/2023 10:21,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000927,CUST000927,ORD0000927,I need more information about the product.,ORDER,Product Specific Information,Product Queries,Fitness Band,Home & Kitchen,1234.82,Delivered,02/08/2023 11:24,Outcall,4,AUTONOMOUS_ELIGIBLE
CASE00000928,CUST000928,ORD0000928,I need help with my order.,ORDER,Installation/demo,Order Related,Board Game,Books,410.39,Delivered,02/08/2023 13:55,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000929,CUST000929,ORD0000929,not okay with the product,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Books,367.04,Delivered,31/07/2023 21:05,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000930,CUST000930,ORD0000930,Please check the payment made for my order.,PAYMENT,Payment related Queries,Payments related,Memory Card 128GB,Sports & Outdoors,392.94,Pending,01/08/2023 00:27,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00000931,CUST000931,ORD0000931,Maintain product quality,RETURN,Return request,Returns,Office Chair,Electronics,2745.82,Delivered,01/08/2023 14:13,Inbound,5,HIGH_VALUE
CASE00000932,CUST000932,ORD0000932,I need help with my order.,ORDER,Installation/demo,Order Related,Children's Book,Sports & Outdoors,324.73,Delivered,01/08/2023 16:52,Inbound,3,AUTONOMOUS_ELIGIBLE
CASE00000933,CUST000933,ORD0000933,I need help with my order.,ORDER,Not Needed,Cancellation,Drone Mini,Books,316.14,Delivered,01/08/2023 22:21,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000934,CUST000934,ORD0000934,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Projector Mini,Books,1163.16,Delivered,01/08/2023 22:47,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00000935,CUST000935,ORD0000935,I need help with my order.,ORDER,Invoice request,Order Related,Mechanical Keyboard,Electronics,205.67,Delivered,02/08/2023 10:41,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00000936,CUST000936,ORD0000936,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Cookware Set,Electronics,1351.41,Delivered,01/08/2023 21:25,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00000937,CUST000937,ORD0000937,Product must be trustful and worthy.,ORDER,Installation/demo,Order Related,Smartphone Case,Electronics,423.97,Delivered,01/08/2023 21:50,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000938,CUST000938,ORD0000938,Issue not solved,ORDER,Seller Cancelled Order,Order Related,Noise Cancelling Headphones,Clothing,181.89,Shipped,02/08/2023 01:09,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00000939,CUST000939,ORD0000939,Very very nice guy .,RETURN,Service Centres Related,Returns,External HDD 2TB,Home & Kitchen,2243.96,Shipped,02/08/2023 09:27,Inbound,5,HIGH_VALUE
CASE00000940,CUST000940,ORD0000940,I need help with my order.,PAYMENT,Card/EMI,Payments related,Phone Tripod,Clothing,783.98,Delivered,02/08/2023 13:59,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00000941,CUST000941,ORD0000941,Good Taking Good behaviour,ORDER,Delayed,Order Related,HDMI Cable 2m,Toys & Games,187.44,Shipped,01/08/2023 22:12,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000942,CUST000942,ORD0000942,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Yoga Mat,Books,1746.77,Delivered,01/08/2023 14:29,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000943,CUST000943,ORD0000943,Best app Shopzilla,ORDER,Order status enquiry,Order Related,Desk Organizer,Books,338.26,Delivered,31/07/2023 23:00,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000944,CUST000944,ORD0000944,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Kids Toy Car,Sports & Outdoors,1770.85,Delivered,02/08/2023 11:06,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00000945,CUST000945,ORD0000945,I need more information about the product.,ORDER,Product Specific Information,Product Queries,Noise Cancelling Headphones,Electronics,1088.94,Delivered,01/08/2023 19:08,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00000946,CUST000946,ORD0000946,Very good jobs ??,ORDER,Delayed,Order Related,Novel Bestseller,Sports & Outdoors,268.09,Delivered,02/08/2023 06:03,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000947,CUST000947,ORD0000947,Please resolve my issue,RETURN,Reverse Pickup Enquiry,Returns,LED Desk Lamp,Home & Kitchen,1360.78,Delivered,02/08/2023 12:25,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000948,CUST000948,ORD0000948,I need help with my order.,ORDER,Customer Requested Modifications,Order Related,Office Chair,Books,558.65,Cancelled,02/08/2023 13:53,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00000949,CUST000949,ORD0000949,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Office Chair,Books,1337.59,Delivered,02/08/2023 17:11,Inbound,3,AUTONOMOUS_ELIGIBLE
CASE00000950,CUST000950,ORD0000950,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Projector Mini,Books,418.94,Delivered,01/08/2023 09:21,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000951,CUST000951,ORD0000951,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,External HDD 2TB,Home & Kitchen,1310.77,Delivered,01/08/2023 11:54,Inbound,3,AUTONOMOUS_ELIGIBLE
CASE00000952,CUST000952,ORD0000952,Fast action pls,ORDER,Order status enquiry,Order Related,External HDD 2TB,Sports & Outdoors,318.83,Pending,01/08/2023 14:08,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000953,CUST000953,ORD0000953,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Memory Card 128GB,Electronics,275.71,Delivered,02/08/2023 03:27,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000954,CUST000954,ORD0000954,Don't allow directly to cancel the order,RETURN,Reverse Pickup Enquiry,Returns,Webcam Full HD,Clothing,990.5,Shipped,02/08/2023 08:41,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000955,CUST000955,ORD0000955,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Novel Bestseller,Toys & Games,1173.1,Pending,02/08/2023 12:53,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000956,CUST000956,ORD0000956,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Gaming Mouse,Sports & Outdoors,701.28,Delivered,02/08/2023 13:21,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000957,CUST000957,ORD0000957,Good listener and polite behaviour,RETURN,Missing,Returns,Smart Light Bulb,Books,392.75,Delivered,02/08/2023 14:38,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000958,CUST000958,ORD0000958,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Wireless Earbuds,Sports & Outdoors,642.07,Delivered,02/08/2023 16:33,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000959,CUST000959,ORD0000959,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Backpack,Books,134.57,Returned,01/08/2023 06:00,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000960,CUST000960,ORD0000960,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Laptop Sleeve,Clothing,498.31,Delivered,01/08/2023 09:37,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00000961,CUST000961,ORD0000961,I need more information about the product.,ORDER,Product Specific Information,Product Queries,Action Camera,Electronics,1193.18,Shipped,01/08/2023 14:19,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000962,CUST000962,ORD0000962,I need more information about the product.,ORDER,Product Specific Information,Product Queries,Dress Shirt,Home & Kitchen,1568.09,Delivered,02/08/2023 09:31,Inbound,3,AUTONOMOUS_ELIGIBLE
CASE00000963,CUST000963,ORD0000963,Refund related policy,ORDER,Product Specific Information,Product Queries,Mechanical Keyboard,Electronics,408.65,Shipped,02/08/2023 20:42,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00000964,CUST000964,ORD0000964,I need help with my order.,RETURN,Fraudulent User,Returns,Desk Plant,Sports & Outdoors,1792.11,Delivered,02/08/2023 14:45,Outcall,4,AUTONOMOUS_ELIGIBLE
CASE00000965,CUST000965,ORD0000965,I need help with my order.,ORDER,Invoice request,Order Related,Drone Mini,Toys & Games,1083.83,Delivered,01/08/2023 18:14,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000966,CUST000966,ORD0000966,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Smartwatch,Toys & Games,292.09,Shipped,01/08/2023 22:32,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000967,CUST000967,ORD0000967,NYC and good man talking bout me ?,RETURN,Reverse Pickup Enquiry,Returns,External HDD 2TB,Toys & Games,547.31,Delivered,02/08/2023 13:49,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000968,CUST000968,ORD0000968,I need help with my order.,RETURN,Service Centres Related,Returns,Yoga Mat,Books,974.47,Shipped,02/08/2023 18:45,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000969,CUST000969,ORD0000969,good knowledge,RETURN,Reverse Pickup Enquiry,Returns,Power Bank 20000mAh,Electronics,912.94,Delivered,02/08/2023 19:23,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00000970,CUST000970,ORD0000970,I need help with my order.,ORDER,General Enquiry,Order Related,Vacuum Cleaner,Books,653.05,Delivered,01/08/2023 17:41,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000971,CUST000971,ORD0000971,The seller cancelled my order. What happens to my payment?,ORDER,Seller Cancelled Order,Order Related,Webcam Full HD,Sports & Outdoors,646.86,Shipped,02/08/2023 17:23,Outcall,2,AUTONOMOUS_ELIGIBLE
CASE00000972,CUST000972,ORD0000972,Thanks,ORDER,Seller Cancelled Order,Order Related,Router,Electronics,2429.19,Delivered,01/08/2023 17:10,Inbound,4,HIGH_VALUE
CASE00000973,CUST000973,ORD0000973,I need more information about the product.,ORDER,Product Specific Information,Product Queries,USB-C Charger,Home & Kitchen,1849.04,Delivered,02/08/2023 22:35,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00000974,CUST000974,ORD0000974,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Running Shoes,Electronics,887.14,Shipped,01/08/2023 16:10,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00000975,CUST000975,ORD0000975,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Microphone,Sports & Outdoors,592.41,Delivered,02/08/2023 17:34,Inbound,1,AUTONOMOUS_ELIGIBLE
CASE00000976,CUST000976,ORD0000976,I need help with my order.,RETURN,Fraudulent User,Returns,Novel Bestseller,Toys & Games,650.53,Delivered,01/08/2023 20:22,Inbound,3,AUTONOMOUS_ELIGIBLE
CASE00000977,CUST000977,ORD0000977,My order is delayed. Please check the delivery status.,ORDER,Delayed,Order Related,Wireless Charger,Electronics,404.7,Shipped,01/08/2023 21:44,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000978,CUST000978,ORD0000978,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Vacuum Cleaner,Home & Kitchen,379.87,Returned,02/08/2023 09:02,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000979,CUST000979,ORD0000979,I need help with my order.,RETURN,Fraudulent User,Returns,Water Bottle,Electronics,1457.02,Delivered,02/08/2023 20:56,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000980,CUST000980,ORD0000980,It was good,ORDER,Delayed,Order Related,Fitness Band,Toys & Games,1738.95,Delivered,01/08/2023 09:53,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000981,CUST000981,ORD0000981,I need more information about the product.,ORDER,Product Specific Information,Product Queries,Kids Toy Car,Electronics,221.97,Delivered,01/08/2023 19:57,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000982,CUST000982,ORD0000982,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,T-Shirt,Home & Kitchen,996.77,Shipped,02/08/2023 01:14,Outcall,5,AUTONOMOUS_ELIGIBLE
CASE00000983,CUST000983,ORD0000983,I need help with my order.,ORDER,Installation/demo,Order Related,Running Shoes,Sports & Outdoors,2729.08,Delivered,02/08/2023 11:21,Inbound,5,HIGH_VALUE
CASE00000984,CUST000984,ORD0000984,I need more information about the product.,ORDER,Product Specific Information,Product Queries,T-Shirt,Sports & Outdoors,969.58,Delivered,02/08/2023 13:53,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000985,CUST000985,ORD0000985,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Portable SSD 1TB,Home & Kitchen,3109.23,Delivered,02/08/2023 18:28,Inbound,4,HIGH_VALUE
CASE00000986,CUST000986,ORD0000986,Please check the payment made for my order.,PAYMENT,Payment related Queries,Payments related,Gaming Mouse,Home & Kitchen,459.22,Shipped,02/08/2023 19:51,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000987,CUST000987,ORD0000987,It was awasome,RETURN,Reverse Pickup Enquiry,Returns,Mechanical Keyboard,Home & Kitchen,1165.2,Delivered,01/08/2023 15:56,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000988,CUST000988,ORD0000988,I have not received my refund. Please check the refund status.,REFUND,Refund Enquiry,Refund Related,Air Fryer,Electronics,960.99,Delivered,01/08/2023 21:07,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000989,CUST000989,ORD0000989,everyone make fool from Shopzilla,RETURN,Technician Visit,Returns,Smartwatch,Electronics,2703.82,Delivered,02/08/2023 12:03,Inbound,1,HIGH_VALUE
CASE00000990,CUST000990,ORD0000990,My issue has been going on for 48 hours now still unresolved,RETURN,Exchange / Replacement,Returns,Wireless Charger,Clothing,2414.24,Delivered,02/08/2023 17:46,Inbound,3,HIGH_VALUE
CASE00000991,CUST000991,ORD0000991,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Running Shoes,Books,1111.68,Delivered,01/08/2023 09:35,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000992,CUST000992,ORD0000992,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,Cookware Set,Home & Kitchen,1111.49,Delivered,01/08/2023 17:52,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000993,CUST000993,ORD0000993,I want to know what is happening with my return pickup.,RETURN,Reverse Pickup Enquiry,Returns,External HDD 2TB,Electronics,221.55,Delivered,02/08/2023 06:03,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00000994,CUST000994,ORD0000994,Please tell me the current status of my order.,ORDER,Order status enquiry,Order Related,Smartwatch,Home & Kitchen,1179.28,Delivered,01/08/2023 18:40,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000995,CUST000995,ORD0000995,Close the online grocery store if you have restrictions on buyings,ORDER,Product Specific Information,Product Queries,Webcam Full HD,Electronics,35.43,Delivered,01/08/2023 21:35,Inbound,4,AUTONOMOUS_ELIGIBLE
CASE00000996,CUST000996,ORD0000996,I want to replace the product.,RETURN,Exchange / Replacement,Returns,Projector Mini,Clothing,637.71,Delivered,02/08/2023 21:19,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000997,CUST000997,ORD0000997,I want to return my order. Please help me with the return process.,RETURN,Return request,Returns,USB-C Charger,Home & Kitchen,1198.2,Delivered,01/08/2023 13:28,Inbound,5,AUTONOMOUS_ELIGIBLE
CASE00000998,CUST000998,ORD0000998,good,ORDER,Order status enquiry,Order Related,Office Chair,Clothing,2103.03,Delivered,02/08/2023 16:43,Inbound,5,HIGH_VALUE
CASE00000999,CUST000999,ORD0000999,I need help with my order.,ORDER,Installation/demo,Order Related,Instant Pot,Home & Kitchen,184.48,Returned,01/08/2023 20:00,Inbound,5,AUTONOMOUS_ELIGIBLE
